"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","CCAA","Província_naixement","Nombre"
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Illes Balears","Illes Balears",96
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Illes Balears","Illes Balears",58
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Illes Balears","Illes Balears",32
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Illes Balears","Illes Balears",13
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Illes Balears","Illes Balears",50
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Illes Balears","Illes Balears",22
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Illes Balears","Illes Balears",21
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Illes Balears","Illes Balears",7
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Illes Balears","Illes Balears",6
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Illes Balears","Illes Balears",10
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Illes Balears","Illes Balears",4
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Illes Balears","Illes Balears",0
2021,7,"Horta-Guinardó",43,"Horta","Dones","Illes Balears","Illes Balears",26
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Illes Balears","Illes Balears",16
2021,8,"Nou Barris",45,"Porta","Dones","Illes Balears","Illes Balears",20
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Illes Balears","Illes Balears",11
2021,8,"Nou Barris",47,"Can Peguera","Dones","Illes Balears","Illes Balears",1
2021,8,"Nou Barris",48,"la Guineueta","Dones","Illes Balears","Illes Balears",12
2021,8,"Nou Barris",49,"Canyelles","Dones","Illes Balears","Illes Balears",3
2021,8,"Nou Barris",50,"les Roquetes","Dones","Illes Balears","Illes Balears",10
2021,8,"Nou Barris",51,"Verdun","Dones","Illes Balears","Illes Balears",7
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Illes Balears","Illes Balears",14
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Illes Balears","Illes Balears",7
2021,8,"Nou Barris",54,"Torre Baró","Dones","Illes Balears","Illes Balears",5
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Illes Balears","Illes Balears",8
2021,8,"Nou Barris",56,"Vallbona","Dones","Illes Balears","Illes Balears",0
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Illes Balears","Illes Balears",5
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Illes Balears","Illes Balears",1
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Illes Balears","Illes Balears",6
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Illes Balears","Illes Balears",56
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Illes Balears","Illes Balears",16
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Illes Balears","Illes Balears",19
2021,9,"Sant Andreu",63,"Navas","Dones","Illes Balears","Illes Balears",17
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Illes Balears","Illes Balears",46
2021,10,"Sant Martí",65,"el Clot","Dones","Illes Balears","Illes Balears",22
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Illes Balears","Illes Balears",19
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Illes Balears","Illes Balears",14
2021,10,"Sant Martí",68,"el Poblenou","Dones","Illes Balears","Illes Balears",52
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Illes Balears","Illes Balears",13
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Illes Balears","Illes Balears",14
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Illes Balears","Illes Balears",16
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Illes Balears","Illes Balears",26
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Illes Balears","Illes Balears",22
2021,1,"Ciutat Vella",1,"el Raval","Dones","Canàries","Palmas, Las",17
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Canàries","Palmas, Las",5
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Canàries","Palmas, Las",5
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Canàries","Palmas, Las",6
2021,2,"Eixample",5,"el Fort Pienc","Dones","Canàries","Palmas, Las",13
2021,2,"Eixample",6,"la Sagrada Família","Dones","Canàries","Palmas, Las",10
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Canàries","Palmas, Las",12
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Canàries","Palmas, Las",14
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Canàries","Palmas, Las",26
2021,2,"Eixample",10,"Sant Antoni","Dones","Canàries","Palmas, Las",17
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Canàries","Palmas, Las",17
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Canàries","Palmas, Las",0
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Canàries","Palmas, Las",8
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Canàries","Palmas, Las",3
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Canàries","Palmas, Las",6
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Canàries","Palmas, Las",5
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Canàries","Palmas, Las",11
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Canàries","Palmas, Las",19
2021,4,"Les Corts",19,"les Corts","Dones","Canàries","Palmas, Las",29
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Canàries","Palmas, Las",7
2021,4,"Les Corts",21,"Pedralbes","Dones","Canàries","Palmas, Las",6
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Canàries","Palmas, Las",6
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Canàries","Palmas, Las",9
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Canàries","Palmas, Las",8
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Canàries","Palmas, Las",13
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Canàries","Palmas, Las",35
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Canàries","Palmas, Las",15
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Canàries","Palmas, Las",10
2021,6,"Gràcia",29,"el Coll","Dones","Canàries","Palmas, Las",5
2021,6,"Gràcia",30,"la Salut","Dones","Canàries","Palmas, Las",1
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Canàries","Palmas, Las",20
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Canàries","Palmas, Las",14
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Canàries","Palmas, Las",8
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Canàries","Palmas, Las",3
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Canàries","Palmas, Las",11
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Canàries","Palmas, Las",4
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Canàries","Palmas, Las",9
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Canàries","Palmas, Las",5
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Canàries","Palmas, Las",3
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Canàries","Palmas, Las",5
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Canàries","Palmas, Las",3
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Canàries","Palmas, Las",0
2021,7,"Horta-Guinardó",43,"Horta","Dones","Canàries","Palmas, Las",7
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Canàries","Palmas, Las",8
2021,8,"Nou Barris",45,"Porta","Dones","Canàries","Palmas, Las",9
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Canàries","Palmas, Las",4
2021,8,"Nou Barris",47,"Can Peguera","Dones","Canàries","Palmas, Las",1
2021,8,"Nou Barris",48,"la Guineueta","Dones","Canàries","Palmas, Las",5
2021,8,"Nou Barris",49,"Canyelles","Dones","Canàries","Palmas, Las",1
2021,8,"Nou Barris",50,"les Roquetes","Dones","Canàries","Palmas, Las",6
2021,8,"Nou Barris",51,"Verdun","Dones","Canàries","Palmas, Las",5
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Canàries","Palmas, Las",6
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Canàries","Palmas, Las",1
2021,8,"Nou Barris",54,"Torre Baró","Dones","Canàries","Palmas, Las",1
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Canàries","Palmas, Las",8
2021,8,"Nou Barris",56,"Vallbona","Dones","Canàries","Palmas, Las",0
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Canàries","Palmas, Las",2
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Canàries","Palmas, Las",1
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Canàries","Palmas, Las",2
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Canàries","Palmas, Las",20
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Canàries","Palmas, Las",8
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Canàries","Palmas, Las",4
2021,9,"Sant Andreu",63,"Navas","Dones","Canàries","Palmas, Las",15
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Canàries","Palmas, Las",13
2021,10,"Sant Martí",65,"el Clot","Dones","Canàries","Palmas, Las",8
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Canàries","Palmas, Las",11
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Canàries","Palmas, Las",7
2021,10,"Sant Martí",68,"el Poblenou","Dones","Canàries","Palmas, Las",14
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Canàries","Palmas, Las",5
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Canàries","Palmas, Las",5
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Canàries","Palmas, Las",13
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Canàries","Palmas, Las",11
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Canàries","Palmas, Las",9
2021,1,"Ciutat Vella",1,"el Raval","Dones","Canàries","Santa Cruz de Tenerife",11
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Canàries","Santa Cruz de Tenerife",5
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Canàries","Santa Cruz de Tenerife",3
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Canàries","Santa Cruz de Tenerife",7
2021,2,"Eixample",5,"el Fort Pienc","Dones","Canàries","Santa Cruz de Tenerife",17
2021,2,"Eixample",6,"la Sagrada Família","Dones","Canàries","Santa Cruz de Tenerife",26
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Canàries","Santa Cruz de Tenerife",19
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Canàries","Santa Cruz de Tenerife",15
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Canàries","Santa Cruz de Tenerife",23
2021,2,"Eixample",10,"Sant Antoni","Dones","Canàries","Santa Cruz de Tenerife",18
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Canàries","Santa Cruz de Tenerife",13
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Canàries","Santa Cruz de Tenerife",1
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Canàries","Santa Cruz de Tenerife",12
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Canàries","Santa Cruz de Tenerife",3
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Canàries","Santa Cruz de Tenerife",8
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Canàries","Santa Cruz de Tenerife",5
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Canàries","Santa Cruz de Tenerife",3
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Canàries","Santa Cruz de Tenerife",16
2021,4,"Les Corts",19,"les Corts","Dones","Canàries","Santa Cruz de Tenerife",12
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Canàries","Santa Cruz de Tenerife",10
2021,4,"Les Corts",21,"Pedralbes","Dones","Canàries","Santa Cruz de Tenerife",3
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Canàries","Santa Cruz de Tenerife",0
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Canàries","Santa Cruz de Tenerife",18
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Canàries","Santa Cruz de Tenerife",7
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Canàries","Santa Cruz de Tenerife",10
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Canàries","Santa Cruz de Tenerife",23
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Canàries","Santa Cruz de Tenerife",16
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Canàries","Santa Cruz de Tenerife",9
2021,6,"Gràcia",29,"el Coll","Dones","Canàries","Santa Cruz de Tenerife",5
2021,6,"Gràcia",30,"la Salut","Dones","Canàries","Santa Cruz de Tenerife",4
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Canàries","Santa Cruz de Tenerife",21
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Canàries","Santa Cruz de Tenerife",16
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Canàries","Santa Cruz de Tenerife",14
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Canàries","Santa Cruz de Tenerife",5
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Canàries","Santa Cruz de Tenerife",10
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Canàries","Santa Cruz de Tenerife",5
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Canàries","Santa Cruz de Tenerife",8
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Canàries","Santa Cruz de Tenerife",5
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Canàries","Santa Cruz de Tenerife",2
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Canàries","Santa Cruz de Tenerife",0
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Canàries","Santa Cruz de Tenerife",1
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Canàries","Santa Cruz de Tenerife",1
2021,7,"Horta-Guinardó",43,"Horta","Dones","Canàries","Santa Cruz de Tenerife",3
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Canàries","Santa Cruz de Tenerife",11
2021,8,"Nou Barris",45,"Porta","Dones","Canàries","Santa Cruz de Tenerife",12
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Canàries","Santa Cruz de Tenerife",4
2021,8,"Nou Barris",47,"Can Peguera","Dones","Canàries","Santa Cruz de Tenerife",2
2021,8,"Nou Barris",48,"la Guineueta","Dones","Canàries","Santa Cruz de Tenerife",2
2021,8,"Nou Barris",49,"Canyelles","Dones","Canàries","Santa Cruz de Tenerife",0
2021,8,"Nou Barris",50,"les Roquetes","Dones","Canàries","Santa Cruz de Tenerife",1
2021,8,"Nou Barris",51,"Verdun","Dones","Canàries","Santa Cruz de Tenerife",3
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Canàries","Santa Cruz de Tenerife",7
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Canàries","Santa Cruz de Tenerife",1
2021,8,"Nou Barris",54,"Torre Baró","Dones","Canàries","Santa Cruz de Tenerife",0
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Canàries","Santa Cruz de Tenerife",4
2021,8,"Nou Barris",56,"Vallbona","Dones","Canàries","Santa Cruz de Tenerife",1
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Canàries","Santa Cruz de Tenerife",0
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Canàries","Santa Cruz de Tenerife",0
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Canàries","Santa Cruz de Tenerife",1
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Canàries","Santa Cruz de Tenerife",28
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Canàries","Santa Cruz de Tenerife",7
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Canàries","Santa Cruz de Tenerife",2
2021,9,"Sant Andreu",63,"Navas","Dones","Canàries","Santa Cruz de Tenerife",4
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Canàries","Santa Cruz de Tenerife",15
2021,10,"Sant Martí",65,"el Clot","Dones","Canàries","Santa Cruz de Tenerife",10
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Canàries","Santa Cruz de Tenerife",3
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Canàries","Santa Cruz de Tenerife",2
2021,10,"Sant Martí",68,"el Poblenou","Dones","Canàries","Santa Cruz de Tenerife",17
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Canàries","Santa Cruz de Tenerife",8
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Canàries","Santa Cruz de Tenerife",4
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Canàries","Santa Cruz de Tenerife",6
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Canàries","Santa Cruz de Tenerife",10
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Canàries","Santa Cruz de Tenerife",7
2021,1,"Ciutat Vella",1,"el Raval","Dones","Cantàbria","Cantàbria",32
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Cantàbria","Cantàbria",10
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Cantàbria","Cantàbria",11
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Cantàbria","Cantàbria",13
2021,2,"Eixample",5,"el Fort Pienc","Dones","Cantàbria","Cantàbria",36
2021,2,"Eixample",6,"la Sagrada Família","Dones","Cantàbria","Cantàbria",37
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Cantàbria","Cantàbria",46
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Cantàbria","Cantàbria",55
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Cantàbria","Cantàbria",65
2021,2,"Eixample",10,"Sant Antoni","Dones","Cantàbria","Cantàbria",42
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Cantàbria","Cantàbria",31
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Cantàbria","Cantàbria",1
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Cantàbria","Cantàbria",23
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Cantàbria","Cantàbria",18
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Cantàbria","Cantàbria",26
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Cantàbria","Cantàbria",16
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Cantàbria","Cantàbria",21
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Cantàbria","Cantàbria",29
2021,4,"Les Corts",19,"les Corts","Dones","Cantàbria","Cantàbria",56
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Cantàbria","Cantàbria",36
2021,4,"Les Corts",21,"Pedralbes","Dones","Cantàbria","Cantàbria",21
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Cantàbria","Cantàbria",2
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Cantàbria","Cantàbria",29
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Cantàbria","Cantàbria",18
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Cantàbria","Cantàbria",26
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Cantàbria","Cantàbria",48
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Cantàbria","Cantàbria",25
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Cantàbria","Cantàbria",14
2021,6,"Gràcia",29,"el Coll","Dones","Cantàbria","Cantàbria",7
2021,6,"Gràcia",30,"la Salut","Dones","Cantàbria","Cantàbria",18
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Cantàbria","Cantàbria",54
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Cantàbria","Cantàbria",35
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Cantàbria","Cantàbria",15
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Cantàbria","Cantàbria",1
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Cantàbria","Cantàbria",29
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Cantàbria","Cantàbria",6
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Cantàbria","Cantàbria",15
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Cantàbria","Cantàbria",6
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Cantàbria","Cantàbria",3
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Cantàbria","Cantàbria",1
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Cantàbria","Cantàbria",6
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Cantàbria","Cantàbria",0
2021,7,"Horta-Guinardó",43,"Horta","Dones","Cantàbria","Cantàbria",25
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Cantàbria","Cantàbria",16
2021,8,"Nou Barris",45,"Porta","Dones","Cantàbria","Cantàbria",13
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Cantàbria","Cantàbria",13
2021,8,"Nou Barris",47,"Can Peguera","Dones","Cantàbria","Cantàbria",2
2021,8,"Nou Barris",48,"la Guineueta","Dones","Cantàbria","Cantàbria",17
2021,8,"Nou Barris",49,"Canyelles","Dones","Cantàbria","Cantàbria",6
2021,8,"Nou Barris",50,"les Roquetes","Dones","Cantàbria","Cantàbria",7
2021,8,"Nou Barris",51,"Verdun","Dones","Cantàbria","Cantàbria",4
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Cantàbria","Cantàbria",12
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Cantàbria","Cantàbria",0
2021,8,"Nou Barris",54,"Torre Baró","Dones","Cantàbria","Cantàbria",2
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Cantàbria","Cantàbria",2
2021,8,"Nou Barris",56,"Vallbona","Dones","Cantàbria","Cantàbria",1
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Cantàbria","Cantàbria",4
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Cantàbria","Cantàbria",1
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Cantàbria","Cantàbria",5
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Cantàbria","Cantàbria",32
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Cantàbria","Cantàbria",28
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Cantàbria","Cantàbria",12
2021,9,"Sant Andreu",63,"Navas","Dones","Cantàbria","Cantàbria",16
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Cantàbria","Cantàbria",27
2021,10,"Sant Martí",65,"el Clot","Dones","Cantàbria","Cantàbria",13
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Cantàbria","Cantàbria",17
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Cantàbria","Cantàbria",15
2021,10,"Sant Martí",68,"el Poblenou","Dones","Cantàbria","Cantàbria",28
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Cantàbria","Cantàbria",7
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Cantàbria","Cantàbria",10
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Cantàbria","Cantàbria",11
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Cantàbria","Cantàbria",27
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Cantàbria","Cantàbria",24
2021,1,"Ciutat Vella",1,"el Raval","Dones","Castella - la Manxa","Albacete",20
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Castella - la Manxa","Albacete",15
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Castella - la Manxa","Albacete",9
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Castella - la Manxa","Albacete",23
2021,2,"Eixample",5,"el Fort Pienc","Dones","Castella - la Manxa","Albacete",32
2021,2,"Eixample",6,"la Sagrada Família","Dones","Castella - la Manxa","Albacete",63
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Castella - la Manxa","Albacete",15
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Castella - la Manxa","Albacete",29
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Castella - la Manxa","Albacete",49
2021,2,"Eixample",10,"Sant Antoni","Dones","Castella - la Manxa","Albacete",24
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Castella - la Manxa","Albacete",24
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Castella - la Manxa","Albacete",1
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Castella - la Manxa","Albacete",46
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Castella - la Manxa","Albacete",13
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Castella - la Manxa","Albacete",18
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Castella - la Manxa","Albacete",21
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Castella - la Manxa","Albacete",41
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Castella - la Manxa","Albacete",36
2021,4,"Les Corts",19,"les Corts","Dones","Castella - la Manxa","Albacete",39
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Castella - la Manxa","Albacete",44
2021,4,"Les Corts",21,"Pedralbes","Dones","Castella - la Manxa","Albacete",9
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Castella - la Manxa","Albacete",14
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Castella - la Manxa","Albacete",18
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Castella - la Manxa","Albacete",11
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Castella - la Manxa","Albacete",10
